people_id,activity_id,date,activity_category,char_1,char_2,char_3,char_4,char_5,char_6,char_7,char_8,char_9,char_10,outcome
ppl_187945,act2_4732280,2023-02-24,type 3,,,,,,,,,,type 52,1
ppl_101345,act2_4202893,2023-04-19,type 4,,,,,,,,,,type 44,0
ppl_283055,act2_4727852,2022-08-09,type 2,,,,,,,,,,type 1,0
ppl_269321,act2_2001503,2022-10-08,type 2,,,,,,,,,,type 1,0
ppl_151213,act1_43552,2022-11-25,type 1,type 3,type 5,type 1,type 1,type 6,type 3,type 3,type 6,type 8,,1
ppl_249227,act2_714164,2023-04-27,type 2,,,,,,,,,,type 1,1
ppl_197514,act2_3490605,2023-07-22,type 2,,,,,,,,,,type 1,1
ppl_216547,act2_1504170,2023-05-10,type 3,,,,,,,,,,type 2,0
ppl_17880,act2_3676821,2023-02-16,type 5,,,,,,,,,,type 1313,0
ppl_220542,act2_4667251,2023-08-08,type 4,,,,,,,,,,type 591,0
ppl_160526,act2_4582595,2023-03-05,type 2,,,,,,,,,,type 1,0
ppl_175861,act2_1636987,2023-04-14,type 2,,,,,,,,,,type 1,1
ppl_341515,act2_4652767,2023-02-02,type 2,,,,,,,,,,type 1,1
ppl_167423,act2_2385243,2023-05-25,type 2,,,,,,,,,,type 1,1
ppl_54545,act2_4207979,2023-03-22,type 3,,,,,,,,,,type 3,1
ppl_293639,act2_798216,2023-06-27,type 2,,,,,,,,,,type 1,0
ppl_351839,act2_392604,2023-03-02,type 3,,,,,,,,,,type 2,0
ppl_171870,act1_232874,2023-04-06,type 1,type 15,type 20,type 3,type 3,type 3,type 3,type 6,type 4,type 11,,1
ppl_87745,act2_3344693,2023-03-31,type 3,,,,,,,,,,type 2,0
ppl_348270,act2_2789684,2023-06-25,type 3,,,,,,,,,,type 2,0
ppl_14571,act2_4585758,2023-03-08,type 2,,,,,,,,,,type 1,0
ppl_165867,act2_3864980,2022-10-19,type 2,,,,,,,,,,type 1,0
ppl_367086,act2_4508713,2023-04-08,type 3,,,,,,,,,,type 2,0
ppl_111826,act2_1467092,2022-10-13,type 2,,,,,,,,,,type 1,0
ppl_2175,act2_2403280,2023-04-11,type 4,,,,,,,,,,type 1135,0
ppl_69628,act2_2584864,2023-03-24,type 3,,,,,,,,,,type 2,1
ppl_238003,act1_189483,2023-08-02,type 1,type 24,type 3,type 6,type 3,type 1,type 3,type 4,type 5,type 1,,1
ppl_40482,act2_3744657,2022-10-20,type 2,,,,,,,,,,type 1,1
ppl_247922,act2_268915,2023-02-09,type 2,,,,,,,,,,type 1,1
ppl_94149,act2_1289088,2022-12-17,type 3,,,,,,,,,,type 61,1
ppl_93540,act2_284003,2023-02-26,type 3,,,,,,,,,,type 2,0
ppl_131467,act2_2534780,2022-11-22,type 4,,,,,,,,,,type 111,1
ppl_226408,act2_4380659,2022-10-28,type 5,,,,,,,,,,type 442,1
ppl_167511,act2_3771298,2023-01-22,type 5,,,,,,,,,,type 2924,1
ppl_221952,act2_1841002,2023-02-04,type 5,,,,,,,,,,type 1862,0
ppl_294918,act2_950784,2022-10-20,type 3,,,,,,,,,,type 23,0
ppl_91913,act2_2815935,2022-08-02,type 2,,,,,,,,,,type 1,0
ppl_373166,act2_2186899,2022-09-21,type 5,,,,,,,,,,type 1314,1
ppl_323896,act2_2588218,2022-10-30,type 5,,,,,,,,,,type 474,0
ppl_212171,act2_2142767,2022-12-17,type 2,,,,,,,,,,type 1,0
ppl_370270,act2_3282375,2022-10-22,type 3,,,,,,,,,,type 23,0
ppl_27051,act2_2595834,2022-11-10,type 2,,,,,,,,,,type 1,0
ppl_163929,act2_4041549,2023-03-08,type 3,,,,,,,,,,type 2,0
ppl_54699,act2_1427784,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_9666,act1_406133,2023-01-11,type 1,type 8,type 5,type 7,type 2,type 6,type 3,type 5,type 10,type 8,,0
ppl_54699,act2_1001903,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_49604,act1_13682,2022-11-23,type 1,type 5,type 1,type 1,type 3,type 1,type 2,type 2,type 4,type 1,,0
ppl_324621,act2_4477008,2022-09-13,type 2,,,,,,,,,,type 1,1
ppl_343209,act2_614595,2023-01-24,type 2,,,,,,,,,,type 1,1
ppl_303319,act2_2602476,2023-01-12,type 2,,,,,,,,,,type 1,1
ppl_337788,act2_3630937,2023-01-26,type 4,,,,,,,,,,type 1259,0
ppl_192869,act2_664366,2022-08-30,type 2,,,,,,,,,,type 1,1
ppl_30421,act2_1820147,2022-09-22,type 2,,,,,,,,,,type 1,1
ppl_225790,act2_1448934,2022-08-26,type 4,,,,,,,,,,type 1200,1
ppl_287360,act2_1488583,2022-09-16,type 5,,,,,,,,,,type 600,1
ppl_280584,act2_1386328,2022-11-24,type 4,,,,,,,,,,type 709,1
ppl_251497,act1_384850,2022-12-22,type 1,type 15,type 9,type 1,type 3,type 4,type 5,type 6,type 4,type 6,,1
ppl_43479,act1_70575,2023-04-04,type 1,type 2,type 2,type 3,type 3,type 2,type 2,type 2,type 4,type 2,,0
ppl_391872,act2_3719875,2022-10-01,type 2,,,,,,,,,,type 1,1
ppl_56085,act2_2626201,2023-08-26,type 4,,,,,,,,,,type 2092,0
ppl_181117,act2_2020962,2023-01-10,type 2,,,,,,,,,,type 1,1
ppl_269462,act2_395352,2022-11-12,type 2,,,,,,,,,,type 1,0
ppl_297008,act2_240893,2022-10-19,type 5,,,,,,,,,,type 2252,0
ppl_15985,act1_230213,2023-08-18,type 1,type 3,type 14,type 3,type 3,type 1,type 3,type 3,type 4,type 2,,1
ppl_311777,act2_3564452,2022-09-16,type 5,,,,,,,,,,type 2468,0
ppl_209704,act2_1152915,2023-03-03,type 4,,,,,,,,,,type 143,1
ppl_36839,act2_700667,2022-10-12,type 3,,,,,,,,,,type 23,0
ppl_392856,act2_40104,2022-08-06,type 5,,,,,,,,,,type 1619,1
ppl_173174,act2_215578,2023-02-02,type 5,,,,,,,,,,type 839,1
ppl_364037,act2_4163593,2023-03-07,type 4,,,,,,,,,,type 281,0
ppl_38574,act2_4150480,2023-05-12,type 3,,,,,,,,,,type 2,1
ppl_294918,act2_4447926,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_325521,act2_1961512,2022-11-13,type 5,,,,,,,,,,type 2159,0
ppl_191320,act1_397094,2023-02-18,type 1,type 3,type 2,type 4,type 3,type 2,type 2,type 3,type 4,type 15,,0
ppl_86820,act2_4428449,2023-06-30,type 5,,,,,,,,,,type 464,1
ppl_215099,act2_332061,2023-05-26,type 2,,,,,,,,,,type 1,1
ppl_201187,act1_48633,2023-07-06,type 1,type 5,type 2,type 6,type 3,type 1,type 2,type 2,type 5,type 5,,0
ppl_294774,act2_3540200,2023-02-11,type 2,,,,,,,,,,type 1,1
ppl_218302,act2_3963257,2023-05-27,type 4,,,,,,,,,,type 235,0
ppl_164233,act2_3561154,2022-09-15,type 5,,,,,,,,,,type 489,1
ppl_166257,act2_3370359,2023-04-04,type 2,,,,,,,,,,type 1,0
ppl_294918,act2_4188908,2022-10-20,type 3,,,,,,,,,,type 23,0
ppl_325842,act2_375642,2023-08-03,type 2,,,,,,,,,,type 1,0
ppl_297047,act2_3041336,2022-11-10,type 5,,,,,,,,,,type 420,1
ppl_105739,act2_4055777,2022-09-28,type 3,,,,,,,,,,type 23,0
ppl_337510,act2_2396778,2023-02-28,type 2,,,,,,,,,,type 1,1
ppl_13153,act2_4134070,2022-09-30,type 5,,,,,,,,,,type 899,1
ppl_79409,act2_2269860,2023-04-27,type 2,,,,,,,,,,type 1,1
ppl_376797,act2_3211927,2023-05-30,type 3,,,,,,,,,,type 8,0
ppl_224485,act2_1479162,2023-02-16,type 5,,,,,,,,,,type 1416,0
ppl_395495,act2_1356744,2023-05-03,type 2,,,,,,,,,,type 1,0
ppl_156565,act2_4403661,2022-10-11,type 2,,,,,,,,,,type 1,0
ppl_268806,act2_633299,2022-09-19,type 2,,,,,,,,,,type 1,0
ppl_333339,act2_4121113,2023-07-27,type 4,,,,,,,,,,type 1227,1
ppl_105739,act2_3278378,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_124156,act2_1031084,2023-02-11,type 2,,,,,,,,,,type 1,1
ppl_108076,act2_2335755,2022-10-01,type 5,,,,,,,,,,type 473,0
ppl_255040,act2_3731446,2022-10-26,type 2,,,,,,,,,,type 1,1
ppl_370270,act2_3088933,2022-10-22,type 3,,,,,,,,,,type 23,0
ppl_198540,act2_4025871,2023-01-06,type 4,,,,,,,,,,type 864,1
ppl_69380,act2_3688396,2023-07-08,type 2,,,,,,,,,,type 1,1
ppl_54699,act2_1391403,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_169262,act2_3409997,2022-10-15,type 5,,,,,,,,,,type 433,0
ppl_364379,act2_2386793,2022-11-12,type 5,,,,,,,,,,type 585,0
ppl_105739,act2_776220,2022-09-28,type 3,,,,,,,,,,type 23,0
ppl_2435,act2_4727295,2023-01-01,type 2,,,,,,,,,,type 1,0
ppl_232876,act2_658658,2022-11-12,type 2,,,,,,,,,,type 1,1
ppl_335648,act2_2396038,2022-10-28,type 5,,,,,,,,,,type 4213,1
ppl_204949,act2_168726,2023-06-01,type 2,,,,,,,,,,type 1,0
ppl_34126,act2_2673520,2023-01-26,type 4,,,,,,,,,,type 1242,1
ppl_351668,act2_2193105,2022-10-13,type 3,,,,,,,,,,type 23,0
ppl_322532,act2_400714,2023-03-19,type 2,,,,,,,,,,type 1,0
ppl_58427,act1_245566,2022-10-20,type 1,type 20,type 8,type 1,type 4,type 6,type 2,type 6,type 11,type 6,,0
ppl_342297,act2_86449,2023-03-03,type 2,,,,,,,,,,type 1,1
ppl_69220,act2_2037464,2022-11-02,type 3,,,,,,,,,,type 3,1
ppl_121879,act2_3137222,2022-11-26,type 5,,,,,,,,,,type 452,0
ppl_40549,act2_2785798,2023-01-05,type 2,,,,,,,,,,type 1,0
ppl_151925,act2_1400627,2023-01-13,type 2,,,,,,,,,,type 1,0
ppl_294918,act2_4440710,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_225337,act2_2809475,2023-01-26,type 2,,,,,,,,,,type 1,0
ppl_42658,act2_898275,2023-02-23,type 5,,,,,,,,,,type 222,0
ppl_198982,act2_2862736,2023-07-10,type 2,,,,,,,,,,type 1,1
ppl_222749,act2_4185505,2023-03-27,type 3,,,,,,,,,,type 2,1
ppl_255757,act2_2140841,2022-10-24,type 5,,,,,,,,,,type 481,0
ppl_243483,act1_228942,2022-12-21,type 1,type 10,type 12,type 5,type 5,type 6,type 1,type 1,type 7,type 4,,1
ppl_196143,act2_1985229,2022-11-19,type 2,,,,,,,,,,type 1,1
ppl_80052,act2_1452830,2023-07-20,type 5,,,,,,,,,,type 465,1
ppl_339287,act2_1606742,2022-10-22,type 5,,,,,,,,,,type 1452,1
ppl_131051,act2_1855284,2023-04-13,type 2,,,,,,,,,,type 1,0
ppl_281532,act2_274095,2023-01-06,type 2,,,,,,,,,,type 1,0
ppl_50671,act2_4117593,2023-08-17,type 2,,,,,,,,,,type 1,0
ppl_291348,act2_4618223,2023-03-29,type 2,,,,,,,,,,type 1,0
ppl_341173,act2_1571772,2022-11-04,type 5,,,,,,,,,,type 1350,1
ppl_367054,act2_4321732,2023-06-30,type 2,,,,,,,,,,type 1,0
ppl_297654,act2_1556397,2023-04-18,type 3,,,,,,,,,,type 55,1
ppl_225337,act2_833244,2022-10-20,type 4,,,,,,,,,,type 309,0
ppl_145537,act2_391354,2023-03-02,type 2,,,,,,,,,,type 1,1
ppl_260611,act2_716801,2023-04-01,type 2,,,,,,,,,,type 1,0
ppl_54699,act2_152362,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_75940,act2_3113921,2023-03-25,type 5,,,,,,,,,,type 6336,0
ppl_173843,act2_3613318,2022-11-17,type 5,,,,,,,,,,type 585,0
ppl_140163,act2_4498562,2023-08-05,type 3,,,,,,,,,,type 52,1
ppl_93478,act2_1710301,2023-02-15,type 5,,,,,,,,,,type 589,0
ppl_76209,act2_2778711,2023-02-04,type 4,,,,,,,,,,type 8489,1
ppl_119822,act2_1008081,2022-10-19,type 4,,,,,,,,,,type 437,1
ppl_179954,act2_2808259,2023-01-05,type 2,,,,,,,,,,type 1,0
ppl_54699,act2_2523655,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_307232,act2_4454272,2023-02-17,type 3,,,,,,,,,,type 61,1
ppl_146359,act2_3978681,2022-09-28,type 2,,,,,,,,,,type 1,0
ppl_359336,act2_3797292,2022-08-09,type 4,,,,,,,,,,type 777,0
ppl_329352,act2_2652235,2022-10-26,type 2,,,,,,,,,,type 1,1
ppl_266134,act2_4213407,2023-06-22,type 3,,,,,,,,,,type 2,0
ppl_15356,act2_1342858,2022-09-23,type 4,,,,,,,,,,type 314,0
ppl_261019,act2_335455,2023-03-23,type 4,,,,,,,,,,type 865,0
ppl_25455,act2_2371726,2023-04-20,type 3,,,,,,,,,,type 8,0
ppl_77744,act2_4443656,2022-08-31,type 2,,,,,,,,,,type 1,1
ppl_294918,act2_993789,2022-10-20,type 3,,,,,,,,,,type 23,0
ppl_370270,act2_4746700,2022-10-22,type 3,,,,,,,,,,type 23,0
ppl_253930,act2_2505550,2023-02-10,type 2,,,,,,,,,,type 1,0
ppl_143785,act2_1366236,2022-08-05,type 2,,,,,,,,,,type 1,1
ppl_395075,act2_720579,2023-01-05,type 2,,,,,,,,,,type 1,1
ppl_77626,act2_2736421,2022-09-16,type 5,,,,,,,,,,type 899,0
ppl_347164,act2_2654266,2022-09-22,type 5,,,,,,,,,,type 447,1
ppl_42973,act2_358447,2023-08-09,type 2,,,,,,,,,,type 1,1
ppl_105739,act2_4487462,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_67459,act1_403638,2022-11-25,type 1,type 3,type 5,type 1,type 1,type 6,type 3,type 3,type 6,type 8,,0
ppl_337980,act1_88063,2022-10-04,type 1,type 2,type 5,type 3,type 2,type 6,type 1,type 1,type 6,type 8,,0
ppl_33296,act1_162566,2022-11-02,type 1,type 5,type 2,type 1,type 3,type 1,type 2,type 2,type 4,type 12,,1
ppl_365251,act2_2456356,2023-03-08,type 4,,,,,,,,,,type 209,1
ppl_250776,act2_417695,2022-10-14,type 5,,,,,,,,,,type 4935,0
ppl_65003,act2_3160400,2022-09-10,type 5,,,,,,,,,,type 899,0
ppl_199123,act2_3119782,2023-04-07,type 2,,,,,,,,,,type 1,1
ppl_330843,act2_809758,2023-05-17,type 2,,,,,,,,,,type 1,1
ppl_188948,act2_4529829,2023-01-14,type 3,,,,,,,,,,type 61,0
ppl_346067,act2_586937,2022-11-05,type 5,,,,,,,,,,type 489,0
ppl_25305,act2_1774332,2023-01-20,type 5,,,,,,,,,,type 525,0
ppl_367591,act2_66754,2022-09-16,type 5,,,,,,,,,,type 358,1
ppl_116107,act2_506449,2023-08-12,type 4,,,,,,,,,,type 20,0
ppl_302176,act2_2780739,2022-09-17,type 2,,,,,,,,,,type 1,1
ppl_50939,act2_2289872,2023-04-20,type 3,,,,,,,,,,type 2,1
ppl_249331,act2_3436309,2023-02-03,type 2,,,,,,,,,,type 1,0
ppl_175535,act2_152665,2022-12-31,type 5,,,,,,,,,,type 483,0
ppl_43928,act2_2821061,2022-11-06,type 5,,,,,,,,,,type 788,0
ppl_275019,act2_1417371,2022-11-02,type 5,,,,,,,,,,type 649,0
ppl_394982,act1_344680,2023-03-03,type 1,type 5,type 2,type 1,type 3,type 1,type 2,type 2,type 4,type 9,,0
ppl_274399,act2_2695967,2023-02-16,type 5,,,,,,,,,,type 1313,0
ppl_287935,act2_1312901,2023-07-09,type 5,,,,,,,,,,type 1892,1
ppl_373947,act2_2839024,2023-02-19,type 3,,,,,,,,,,type 2,0
ppl_291497,act2_106104,2023-02-07,type 2,,,,,,,,,,type 1,0
ppl_389474,act2_1977919,2022-10-07,type 5,,,,,,,,,,type 788,0
ppl_365030,act2_406782,2023-07-21,type 2,,,,,,,,,,type 1,0
ppl_314273,act2_2811375,2023-03-09,type 4,,,,,,,,,,type 1588,1
ppl_370270,act2_2623086,2022-10-23,type 3,,,,,,,,,,type 23,0
ppl_396623,act2_796319,2022-10-15,type 5,,,,,,,,,,type 424,0
ppl_77468,act2_3745307,2023-05-12,type 3,,,,,,,,,,type 2,1
ppl_391005,act2_1009176,2023-03-25,type 3,,,,,,,,,,type 2,0
ppl_51408,act1_199479,2023-06-01,type 1,type 7,type 5,type 6,type 3,type 6,type 2,type 3,type 5,type 8,,0
ppl_194549,act2_3400469,2023-05-02,type 4,,,,,,,,,,type 1225,1
ppl_271945,act2_4317921,2023-05-12,type 3,,,,,,,,,,type 2,1
ppl_244904,act2_2775010,2023-05-12,type 3,,,,,,,,,,type 2,0
ppl_332070,act2_2003043,2022-09-08,type 2,,,,,,,,,,type 1,1
ppl_117493,act2_2925840,2023-08-17,type 2,,,,,,,,,,type 1,0
ppl_174259,act2_1117273,2022-08-31,type 3,,,,,,,,,,type 515,0
ppl_215150,act2_950538,2023-03-03,type 2,,,,,,,,,,type 1,0
ppl_158067,act2_1994717,2023-01-19,type 2,,,,,,,,,,type 1,1
ppl_97989,act2_4000379,2023-08-16,type 4,,,,,,,,,,type 2677,0
ppl_184877,act2_3709397,2022-09-15,type 5,,,,,,,,,,type 489,0
ppl_73093,act2_4757410,2023-03-23,type 2,,,,,,,,,,type 1,0
ppl_166825,act2_3385320,2022-11-08,type 5,,,,,,,,,,type 420,1
ppl_313954,act2_2128253,2023-08-10,type 2,,,,,,,,,,type 1,1
ppl_49,act2_414535,2022-11-04,type 3,,,,,,,,,,type 3,0
ppl_99196,act2_1841636,2022-07-29,type 2,,,,,,,,,,type 1,1
ppl_197964,act2_4209118,2022-09-17,type 4,,,,,,,,,,type 103,0
ppl_330988,act2_2419177,2023-02-02,type 2,,,,,,,,,,type 1,0
ppl_370270,act2_3716082,2022-10-23,type 3,,,,,,,,,,type 23,0
ppl_306958,act2_1356853,2023-03-06,type 2,,,,,,,,,,type 1,1
ppl_294918,act2_3381664,2022-10-20,type 3,,,,,,,,,,type 23,0
ppl_229329,act2_4588357,2023-01-20,type 5,,,,,,,,,,type 1171,0
ppl_131970,act2_3309264,2023-08-08,type 2,,,,,,,,,,type 1,0
ppl_200256,act2_3417756,2022-08-20,type 2,,,,,,,,,,type 1,0
ppl_90118,act2_2693752,2022-09-17,type 5,,,,,,,,,,type 489,1
ppl_347645,act2_460937,2023-06-30,type 5,,,,,,,,,,type 464,1
ppl_377860,act2_2096728,2023-07-26,type 2,,,,,,,,,,type 1,1
ppl_269661,act2_2576544,2022-11-18,type 5,,,,,,,,,,type 489,0
ppl_147822,act1_297548,2022-10-22,type 1,type 1,type 1,type 1,type 1,type 1,type 1,type 1,type 1,type 1,,1
ppl_308191,act2_3393574,2023-08-15,type 4,,,,,,,,,,type 462,1
ppl_92906,act2_2701746,2023-07-01,type 5,,,,,,,,,,type 400,1
ppl_182513,act2_2963743,2023-01-14,type 2,,,,,,,,,,type 1,1
ppl_105739,act2_2381743,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_356736,act2_1303580,2022-10-28,type 5,,,,,,,,,,type 1176,1
ppl_155088,act2_3981950,2023-03-25,type 2,,,,,,,,,,type 1,1
ppl_253113,act2_4410346,2022-11-07,type 2,,,,,,,,,,type 1,0
ppl_284508,act2_2170222,2023-04-01,type 3,,,,,,,,,,type 2,0
ppl_201201,act2_2927262,2022-10-21,type 4,,,,,,,,,,type 479,0
ppl_242976,act2_3257701,2023-01-05,type 2,,,,,,,,,,type 1,1
ppl_289130,act2_1680921,2023-02-04,type 2,,,,,,,,,,type 1,1
ppl_275845,act2_4467084,2023-06-30,type 3,,,,,,,,,,type 835,0
ppl_294918,act2_2532713,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_193113,act2_618231,2023-06-22,type 2,,,,,,,,,,type 1,1
ppl_231120,act2_4780104,2023-03-23,type 4,,,,,,,,,,type 93,0
ppl_67286,act2_1951082,2022-10-27,type 5,,,,,,,,,,type 442,1
ppl_54699,act2_4600140,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_2528,act2_2135595,2022-10-15,type 5,,,,,,,,,,type 433,0
ppl_104676,act2_1743448,2023-01-04,type 2,,,,,,,,,,type 1,0
ppl_297445,act2_2021654,2022-10-02,type 5,,,,,,,,,,type 1058,1
ppl_17908,act2_679436,2023-02-11,type 2,,,,,,,,,,type 1,1
ppl_64391,act2_249734,2023-01-27,type 4,,,,,,,,,,type 757,0
ppl_197100,act2_1084727,2023-08-16,type 4,,,,,,,,,,type 271,0
ppl_294918,act2_784746,2022-10-20,type 3,,,,,,,,,,type 23,0
ppl_309268,act2_107760,2022-11-12,type 5,,,,,,,,,,type 2637,0
ppl_154654,act2_4047826,2022-08-04,type 2,,,,,,,,,,type 1,1
ppl_275097,act2_120838,2023-04-06,type 2,,,,,,,,,,type 1,0
ppl_194612,act2_3049306,2023-07-25,type 2,,,,,,,,,,type 1,0
ppl_172650,act2_230806,2022-10-27,type 3,,,,,,,,,,type 3,0
ppl_62287,act2_1998845,2023-01-19,type 2,,,,,,,,,,type 1,1
ppl_324214,act2_1668519,2023-06-07,type 3,,,,,,,,,,type 3,1
ppl_305658,act2_1416351,2023-08-04,type 3,,,,,,,,,,type 61,0
ppl_105739,act2_685090,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_301429,act1_319562,2022-12-10,type 1,type 11,type 7,type 7,type 4,type 6,type 3,type 5,type 10,type 14,,0
ppl_112016,act2_4280388,2023-01-05,type 2,,,,,,,,,,type 1,0
ppl_105739,act2_3783821,2022-09-28,type 3,,,,,,,,,,type 23,0
ppl_156483,act2_1031172,2023-01-23,type 2,,,,,,,,,,type 1,1
ppl_98800,act2_3062936,2023-03-23,type 2,,,,,,,,,,type 1,1
ppl_50991,act2_4803211,2023-01-29,type 5,,,,,,,,,,type 596,0
ppl_107577,act2_3219105,2022-09-22,type 2,,,,,,,,,,type 1,0
ppl_354969,act2_4015487,2023-08-03,type 3,,,,,,,,,,type 52,0
ppl_233122,act1_411214,2023-07-11,type 1,type 30,type 2,type 8,type 3,type 2,type 2,type 3,type 9,type 2,,0
ppl_235514,act2_800641,2022-12-20,type 2,,,,,,,,,,type 1,1
ppl_294918,act2_3902619,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_370270,act2_3112649,2022-10-22,type 3,,,,,,,,,,type 23,0
ppl_290607,act2_1621054,2023-01-10,type 5,,,,,,,,,,type 452,1
ppl_59775,act2_2857619,2022-09-30,type 2,,,,,,,,,,type 1,0
ppl_248292,act1_347815,2023-05-27,type 1,type 2,type 3,type 1,type 3,type 2,type 2,type 3,type 4,type 7,,0
ppl_11995,act2_4300864,2023-01-13,type 2,,,,,,,,,,type 1,0
ppl_52455,act2_3705600,2023-03-22,type 2,,,,,,,,,,type 1,0
ppl_141114,act2_4536472,2023-07-06,type 2,,,,,,,,,,type 1,1
ppl_389862,act1_325520,2022-09-01,type 1,type 2,type 5,type 5,type 3,type 6,type 1,type 1,type 4,type 8,,1
ppl_369548,act2_4446531,2023-02-24,type 2,,,,,,,,,,type 1,0
ppl_247357,act2_2013865,2022-12-18,type 2,,,,,,,,,,type 1,0
ppl_383397,act1_286374,2023-03-17,type 1,type 2,type 2,type 3,type 3,type 2,type 2,type 2,type 4,type 2,,0
ppl_385100,act2_1797216,2023-04-13,type 3,,,,,,,,,,type 2,0
ppl_381456,act2_4013753,2022-10-19,type 5,,,,,,,,,,type 4953,1
ppl_76488,act2_2556395,2022-09-30,type 5,,,,,,,,,,type 305,1
ppl_317211,act2_1029194,2023-06-12,type 3,,,,,,,,,,type 2,0
ppl_395745,act2_2030903,2023-01-13,type 2,,,,,,,,,,type 1,0
ppl_299234,act2_3032312,2022-10-19,type 2,,,,,,,,,,type 1,1
ppl_102698,act2_3258406,2023-02-26,type 3,,,,,,,,,,type 2,1
ppl_176944,act2_2592308,2022-09-22,type 5,,,,,,,,,,type 1917,0
ppl_244458,act2_2519860,2023-06-22,type 5,,,,,,,,,,type 257,1
ppl_357217,act2_949400,2022-11-08,type 4,,,,,,,,,,type 162,0
ppl_182518,act2_924171,2023-01-05,type 2,,,,,,,,,,type 1,0
ppl_351841,act2_3288554,2023-03-08,type 2,,,,,,,,,,type 1,0
ppl_105739,act2_2835218,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_41054,act2_1337242,2023-08-04,type 4,,,,,,,,,,type 591,0
ppl_111534,act2_4344992,2022-08-25,type 2,,,,,,,,,,type 1,1
ppl_136525,act2_3109897,2022-11-26,type 5,,,,,,,,,,type 452,1
ppl_314304,act2_1578662,2022-09-11,type 5,,,,,,,,,,type 257,0
ppl_162376,act2_4125954,2022-09-20,type 3,,,,,,,,,,type 52,1
ppl_212057,act2_2053264,2023-02-14,type 4,,,,,,,,,,type 297,1
ppl_85709,act2_3521825,2022-11-11,type 2,,,,,,,,,,type 1,1
ppl_156633,act2_623574,2023-03-04,type 3,,,,,,,,,,type 2,1
ppl_251837,act2_3167416,2023-04-05,type 3,,,,,,,,,,type 8,0
ppl_204572,act2_732601,2023-02-18,type 2,,,,,,,,,,type 1,1
ppl_333492,act1_11512,2023-03-03,type 1,type 5,type 2,type 6,type 3,type 1,type 2,type 4,type 5,type 5,,1
ppl_319479,act2_1975783,2023-02-06,type 2,,,,,,,,,,type 1,1
ppl_245327,act2_1973759,2023-08-04,type 4,,,,,,,,,,type 592,0
ppl_86990,act2_1304250,2023-04-15,type 2,,,,,,,,,,type 1,1
ppl_328371,act2_2794056,2023-07-25,type 2,,,,,,,,,,type 1,1
ppl_18655,act2_743740,2022-09-16,type 5,,,,,,,,,,type 3998,0
ppl_259135,act2_1899478,2023-03-02,type 2,,,,,,,,,,type 1,0
ppl_193262,act2_2507257,2023-03-25,type 3,,,,,,,,,,type 2,1
ppl_216091,act2_2208599,2023-07-01,type 2,,,,,,,,,,type 1,1
ppl_294918,act2_4113836,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_127280,act2_2522948,2022-08-23,type 2,,,,,,,,,,type 1,0
ppl_129153,act2_2181403,2023-05-31,type 4,,,,,,,,,,type 44,0
ppl_212969,act2_2495861,2023-06-15,type 2,,,,,,,,,,type 1,1
ppl_328904,act2_2987618,2023-01-06,type 2,,,,,,,,,,type 1,0
ppl_110629,act2_3194641,2023-02-15,type 3,,,,,,,,,,type 55,1
ppl_395319,act2_3030193,2023-05-26,type 2,,,,,,,,,,type 1,0
ppl_224041,act2_3135575,2023-08-30,type 4,,,,,,,,,,type 509,1
ppl_294918,act2_2237570,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_58705,act2_157491,2022-09-15,type 5,,,,,,,,,,type 1769,0
ppl_294918,act2_546781,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_378708,act2_4593943,2023-04-13,type 2,,,,,,,,,,type 1,0
ppl_307702,act2_1692949,2023-01-11,type 2,,,,,,,,,,type 1,0
ppl_176901,act2_3462311,2023-03-25,type 2,,,,,,,,,,type 1,0
ppl_109151,act2_4011923,2023-01-29,type 5,,,,,,,,,,type 1467,1
ppl_168195,act2_3661775,2023-01-28,type 2,,,,,,,,,,type 1,0
ppl_372923,act2_84133,2022-11-05,type 2,,,,,,,,,,type 1,0
ppl_65024,act2_2774920,2022-07-28,type 2,,,,,,,,,,type 1,0
ppl_126180,act1_308810,2022-11-04,type 1,type 3,type 5,type 1,type 1,type 6,type 3,type 3,type 6,type 8,,1
ppl_397087,act2_1622093,2022-08-10,type 5,,,,,,,,,,type 516,0
ppl_102602,act2_2950574,2023-03-02,type 4,,,,,,,,,,type 143,1
ppl_105739,act2_4365229,2022-09-28,type 3,,,,,,,,,,type 23,0
